Artwork ID,Title,Artist ID,Name,Date,Medium,Dimensions,Acquisition Date,Credit,Catalogue,Department,Classification,Object Number,Diameter (cm),Circumference (cm),Height (cm),Length (cm),Width (cm),Depth (cm),Weight (kg),Duration (s)
4600,Instant Frame,4969,Gunther Rochelt,1966,Polystyrene and glass,"6 11/16 x 4 13/16 x 13/16"" (17 x 12.3 x 2.1 cm)",1969-12-01,Gift of Bonniers,Y,Architecture & Design,Design,1133.1969,,,16.9863,,12.3,2.1,,
4601,Pisaranrengas Glasses,5168,Timo Sarpaneva,1963,Glass,".1: 4 11/16 x 2 7/8"" (11.9 x 7.3 cm)
.2: 3 1/8 x 2 11/16"" (7.9 x 6.8 cm)
.3: 3 1/2 x 3 1/4"" (8.9 x 8.3 cm)",1969-12-01,Gift of Emilio Ambasz,Y,Architecture & Design,Design,1134.1969.1-3,7.3025,,11.9063,,,,,
4602,Marine Outboard Propeller,5862,William Thompson,1968,Polycarbonate,"5 x 10 1/2"" (12.7 x 26.7cm)",1969-12-01,Gift of the manufacturer,Y,Architecture & Design,Design,1135.1969,26.7,,,,,12.7,,
4604,Equilibrium Table Lamp (model 537),"2328, 7351, 7209","Vittorio Gregotti, Lodovico Meneghetti, Giotto Stoppino",1967,Laquered aluminum,"8 x 3 3/4"" (20.3 x 9.5 cm)",1968-10-07,Gift of the manufacturer,Y,Architecture & Design,Design,1222.1968,9.5,,20.3,,,,,
4605,Eclisse Table Lamp,3688,Vico Magistretti,1965,Laquered aluminum,"7 x 4 1/2"" (17.8 x 11.4 cm)",1968-10-07,"Gift of Scarabaeus Ltd. and Moroddi, Inc.",Y,Architecture & Design,Design,1223.1968,11.43,,17.8,,,,,
4606,Tube Floor Lamp,"4477, 8705","Tony Palladino, John Mascheroni",1968,Polished aluminum,"h. 50"" (127 cm)",1968-10-07,Gift of the designers,Y,Architecture & Design,Design,1224.1968,,,127.0003,,,,,
4607,Floor Lamp (model 2037),5475,Neal Small,1966,Acrylic,"39 x 13 1/2 x 6"" (99 x 34.3 x 15.2 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1225.1968,,,99,,34.2901,15.24,,
4608,Area Lamp (model 1112),5475,Neal Small,1966–1967,Acrylic and chrome-plated metal hardware,"16 7/8 x 12 x 12 1/4"" (42.8 x 30.5 x 31.1 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1226.1968,,,42.8,,30.4801,31.1151,,
4609,Cesca Side Chair,769,Marcel Breuer,1928,"Chrome-plated tubular steel, wood, and cane","31 1/4 x 21 1/2 x 21 1/2"" (79.5 x 54.6 x 54.6 cm), seat h. 18 1/8"" (46 cm)",1968-10-07,"Gift of Stendig, Inc.",Y,Architecture & Design,Design,1227.1968,,,79.3752,,54.6101,54.6101,,
4610,Cesca Armchair,769,Marcel Breuer,1928,"Chrome plated tubular steel, wood, and cane",,1968-10-07,"Gift of Stendig, Inc.",Y,Architecture & Design,Design,1228.1968,,,,,,,,
4611,Cubo Adjustable Cushion,3391,Johannes Larsen,1967-68,Fabric-covered polyurethane foam,"folded: 22 1/16 x 20 7/8"" (56 x 53 cm)",1968-10-07,"Gift of John Stuart, Inc.",Y,Architecture & Design,Design,1229.1968,53,,56,,,,,
4612,Chair (model 300),4524,Pierre Paulin,1965-66,Fiberglass-reinforced polyester and stretch fabric-covered latex foam,"23 x 32 x 28"" (58.4 x 81.3 x 71.1 cm)",1968-10-07,Gift of the manufacturer and Turner-T Ltd.,Y,Architecture & Design,Design,1230.1968,,,58.4201,,81.2802,71.1201,,
4613,Tongue Chair (model 577),4524,Pierre Paulin,1967-1968,"Wool knit fabric, latex foam on tubular steel frame","25 1/2 x 35 7/16"" (64.8 x 90 cm)",1968-10-07,Gift of the manufacturer and Turner-T Ltd.,Y,Architecture & Design,Design,1231.1968,,,64.7701,,,90.0114,,
4614,Demetrio 45 Stacking Tables,3688,Vico Magistretti,1966,Fiberglass-reinforced polyester,"9 3/16 x 17 1/2 x 17 1/2"" (23.4 x 44.5 x 44.5 cm)",1968-10-07,Gift of Scarabaeus Ltd.,Y,Architecture & Design,Design,1232.1968.1-3,,,23.3363,,44.4501,44.4501,,
4615,Form Magazine Table,4110,Andrew Morrison,1966,Acrylic,"18 x 18 x 18"" (45.7 x 45.7 x 45.7 cm )",1968-10-07,Gift of the manufacturer,Y,Architecture & Design,Design,1233.1968,,,45.7201,,45.7201,45.7201,,
4616,Cocktail Table (model 5031),5475,Neal Small,1968,Plexiglass,"16 x 36 1/2 x 36 1/2"" (40.6 x 92.7 x 92.7 cm)",1968-10-07,Lily Auchincloss Fund,Y,Architecture & Design,Design,1234.1968,,,40.6401,,92.7102,92.7102,,
4617,"""raum technik system rts"" Shelving System","5586, 7136","Hans Staeger, Manfred Malzacher",1962,Polystyrene connectors and glass panels,"connectors: h. 1"" (2.5 cm)",1968-10-07,Gift of Beylerian Ltd.,N,Architecture & Design,Design,1235.1968,,,2.5,,,,,
4618,Electric Toothbrush (model TB-1),,,c. 1967,Plastic casing,"Overall (Assembled): h. 8 7/8"" (22.5 cm), diam. 1 5/8"" (4.1 cm) 
.a: h. 6"" (15.2 cm), diam. 1 5/8"" (4.1 cm)
.b-.d: h. 2 7/8"" (7.3 cm), diam. 3/8"" (1 cm)",1968-10-07,Gift of Braun Electric America,N,Architecture & Design,Design,1236.1968.a-d,4.1275,,22.5425,,,,,
4619,Paper Welder,"1189, 7134","Leo Collins, Joseph Schlinger",1954,Chrome-plated metal,"4 1/2 x 1 7/8 x 5 1/4"" (11.4 x 4.7 x 13.4 cm)",1968-10-07,"Gift of Bonniers, Inc.",Y,Architecture & Design,Design,1237.1968,,,11.43,,4.7,13.4,,
4620,Grillo Folding Telephone,"6544, 5162","Marco Zanuso, Richard Sapper",1966,ABS plastic,"2 3/4 x 6 1/4 x 3 1/4"" (7 x 15.9 x 8.3 cm)",1968-10-07,Gift of the manufacturer,Y,Architecture & Design,Design,1238.1968.1,,,6.985,,15.875,8.255,,
4621,Grillo Folding Telephone,"6544, 5162","Marco Zanuso, Richard Sapper",1966,ABS plastic,"2 3/4 x 6 1/2 x 3 1/4"" (7 x 16.5 x 8.3 cm)",1968-10-07,Gift of the manufacturer,Y,Architecture & Design,Design,1238.1968.1-5,,,6.985,,16.51,8.255,,
4622,Grillo Folding Telephone,"6544, 5162","Marco Zanuso, Richard Sapper",1966,ABS polymer casing,"2 3/4 x 6 1/4 x 3 1/4"" (7 x 15.9 x 8.3 cm)",1968-10-07,Gift of the manufacturer,N,Architecture & Design,Design,1238.1968.2,,,7,,15.875,8.255,,
4623,Grillo Folding Telephone,"6544, 5162","Marco Zanuso, Richard Sapper",1966,ABS polymer casing,"2 3/4 x 6 1/4 x 3 1/4"" (7 x 15.9 x 8.3 cm)",1968-10-07,Gift of the manufacturer,N,Architecture & Design,Design,1238.1968.3,,,7,,15.875,8.255,,
4624,Grillo Folding Telephone,"6544, 5162","Marco Zanuso, Richard Sapper",1966,ABS polymer casing,"2 3/4 x 6 1/4 x 3 1/4"" (7 x 15.9 x 8.3 cm)",1968-10-07,Gift of the manufacturer,N,Architecture & Design,Design,1238.1968.4,,,7,,15.875,8.255,,
4625,Grillo Folding Telephone,"6544, 5162","Marco Zanuso, Richard Sapper",1966,ABS polymer casing,"2 3/4 x 6 1/4 x 3 1/4"" (7 x 15.9 x 8.3 cm)",1968-10-07,Gift of the manufacturer,N,Architecture & Design,Design,1238.1968.5,,,7,,15.875,8.255,,
4626,Editor 2 Electric Typewriter,4257,George Nelson,1968,Die-cast aluminum casing,"7 1/4 x 19 7/8 x 15 3/8"" (18.4 x 50.5 x 39 cm)",1968-10-07,Gift of the manufacturer,Y,Architecture & Design,Design,1239.1968,,,18.415,,50.4826,39,,
4627,Ashtray,11136,"Bonniers International, Japan",c. 1968,Metal-glazed ceramic,"1 3/4 x 4"" (4.5 x 10.2 cm)",1968-10-07,Gift of the manufacturer,Y,Architecture & Design,Design,1240.1968,10.2,,4.5,,,,,
4628,Ashtray,11136,"Bonniers International, Japan",c. 1968,Metal-glazed ceramic,"2 1/8 x 5 1/2 x 5 5/8"" (5.4 x 14 x 14.3 cm)",1968-10-07,"Gift of Bonniers, Inc.",Y,Architecture & Design,Design,1241.1968,,,5.4,,14,14.3,,
4629,Stacking Cups,11137,"Plastics, Inc., St. Paul, MN",c. 1968,Plastic,"Each: h. 1 3/4"" (4.5 cm), diam. 3 1/4"" (8.3 cm)",1968-10-07,"Gift of Bonniers, Inc.",N,Architecture & Design,Design,1242.1968.1-100,8.255,,4.5,,,,,
4630,Bowl,1346,Gunnar Cyrén,1967,Glass,"2 x 14 1/2"" (5.1 x 36.8 cm)",1968-10-07,"Gift of Bonniers, Inc.",Y,Architecture & Design,Design,1243.1968,36.8,,5.1,,,,,
4631,Artichoke Plate,1902,Floyd Fitzpatrick,1967,Glazed porcelain,"1 x 9"" (2.5 x 22.9 cm)",1968-10-07,Purchase,Y,Architecture & Design,Design,1244.1968,22.9,,2.5,,,,,
4632,Tray,11139,"Frimu Company, Switzerland",c. 1967,Plastic,"3/4 x 14 3/16"" (1.9 x 36 cm)",1968-10-07,"Gift of Bonniers, Inc.",Y,Architecture & Design,Design,1245.1968,36,,1.9,,,,,
4633,Tray,11139,"Frimu Company, Switzerland",c. 1967,Plastic,"3/4 x 13 3/4 x 9 1/2"" (1.9 x 34.9 x 24.1 cm)",1968-10-07,"Gift of Bonniers, Inc.",Y,Architecture & Design,Design,1246.1968,,,1.905,,34.9251,24.13,,
4634,Stacking Tumblers,3822,Luigi Massoni,1967,Acrylic,"Each: 5 3/8 x 2 9/16"" (13.7 x 6.5 cm)",1968-10-07,"Gift of Bonniers, Inc.",Y,Architecture & Design,Design,1247.1968.1-3,6.5088,,13.6525,,,,,
4635,Stacking Tumblers,3822,Luigi Massoni,1967,Acrylic,"Each: 2 15/16 x 2 9/16"" (7.5 x 6.5 cm)",1968-10-07,"Gift of Bonniers, Inc.",Y,Architecture & Design,Design,1248.1968.1-3,6.5088,,7.4613,,,,,
4636,Stacking Ashtrays,6555,Walter Zeischegg,1967,Melamine,"2 x 5 1/4"" (5.1 x 13.4 cm)",1968-10-07,"Gift of Bonniers, Inc.",Y,Architecture & Design,Design,1249.1968.1-4,13.4,,5.08,,,,,
4637,Cylinda Ashtray,2869,Arne Jacobsen,1964-67,Stainless steel,"Overall: 2 5/8 x 3 x 4 3/8"" (6.7 x 7.6 x 11.1 cm)
.a (cylindrical cup): h. 2 5/8"" (6.7 cm), diam. 3"" (7.6 cm)
.b (inset rotating hemispherical bowl): 1 1/2 x 2 3/4 x 4 3/8"" (3.8 x 7 x 11.1 cm)",1968-10-07,"Gift of Bonniers, Inc.",Y,Architecture & Design,Design,1250.1968.a-b,,,6.6675,,7.62,11.1125,,
4638,Tumblers,3959,Robert Meyers,1968,Glass,".1: 4 1/8 x 3 3/8"" (10.5 x 8.6 cm)
.2: 3 1/2 x 2 7/8"" (8.9 x 7.3 cm)",1968-10-07,"Gift of Bonniers, Inc.",Y,Architecture & Design,Design,1251.1968.1-2,8.6,,10.5,,,,,
4639,Bowl (no. 140),4729,James Prestini,c. 1943,Ebonized wood,"2 3/4 x 6 1/4"" (7 x 15.9 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1252.1968,15.9,,7,,,,,
4640,Bowl (no. 19G),4729,James Prestini,c. 1943,Curly birch,"2 5/8 x 7"" (6.7 x 17.8 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1253.1968,17.8,,6.7,,,,,
4641,Bowl (no. 332X),4729,James Prestini,c. 1945,Mexican mahogany,"3 5/8 x 7 5/8"" (9.2 x 19.4 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1254.1968,19.4,,9.2,,,,,
4642,Bowl (no. 307x),4729,James Prestini,c. 1943,Sandblasted quarter-sawed oak,"1 5/8 x 9"" (4.1 x 22.9 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1255.1968,22.9,,4.1,,,,,
4643,Bowl (no. 327x),4729,James Prestini,c. 1943,Cuban mahogany,"3 3/4 x 9 3/4"" (9.5 x 24.7 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1256.1968,24.7,,9.5,,,,,
4644,Bowl (no. 162),4729,James Prestini,c. 1943,Curly maple,"2 7/8 x 10 3/4"" (7.3 x 27.3 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1257.1968,27.3,,7.3,,,,,
4645,Bowl (no. 277),4729,James Prestini,c. 1943,Honduras mahogany,"1 7/8 x 11 1/8"" (4.8 x 28.3 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1258.1968,28.3,,4.8,,,,,
4646,Bowl (no. 263),4729,James Prestini,c. 1943,Ebonized wood,"5 3/4 x 12 5/16"" (14.6 x 31.3 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1259.1968,31.3,,14.6,,,,,
4647,Platter (no. 180x),4729,James Prestini,c. 1943,Ebonized ash,"1 3/16 x 15"" (3 x 38.1 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1260.1968,38.1,,3,,,,,
4648,Bowl,4729,James Prestini,c. 1943,Mexican mahogany,"5 3/4 x 16 1/8"" (14.6 x 40.9 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1261.1968,40.9,,14.6,,,,,
4649,Platter (no. 251),4729,James Prestini,c. 1943,Ebonized ash,"3/4 x 9"" (1.9 x 22.8 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1262.1968,22.8,,1.9,,,,,
4650,Platter (no. 246),4729,James Prestini,c. 1943,Walnut,"1 x 10"" (2.5 x 25.4 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1263.1968,25.4001,,2.5,,,,,
4651,Platter (no. 15x),4729,James Prestini,c. 1943,Curly cherry,"3/4 x 11 1/8"" (1.9 x 28.3 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1264.1968,28.3,,1.9,,,,,
4652,Platter,4729,James Prestini,c. 1943,Mottled Honduras mahogany,"3/4 x 11 1/2"" (1.9 x 29.2 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1265.1968,29.2,,1.9,,,,,
4653,Platter (no. 187x),4729,James Prestini,c. 1943,Mottled Honduras mahogany,"1/2 x 16 3/8"" (1.3 x 41.6 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1266.1968,41.6,,1.3,,,,,
4654,Plate (no. 208),4729,James Prestini,c. 1943,Walnut,"7/8 x 9 1/8"" (2.2 x 23.2 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1267.1968,23.1775,,2.2,,,,,
4655,Picture Frame,4969,Gunther Rochelt,c. 1968,Acrylic and styrene,"3 11/16 x 3 9/16 x 1 1/2"" (9.4 x 9.1 x 3.8 cm)",1968-10-07,"Gift of Bonniers, Inc.",Y,Architecture & Design,Design,1268.1968.a-b,,,9.3663,,9.1,3.81,,
4656,Picture Frame,11140,"G.P.M. Company, Germany",c. 1968,Acrylic,"1 5/8 x 4"" (4.1 x 10.2cm)",1968-10-07,Gift of Scarabaeus Ltd.,Y,Architecture & Design,Design,1269.1968,10.2,,,,,4.1,,
4657,Letter Openers,5475,Neal Small,1968,Acrylic,".1: 6 13/16 x 5/8"" (17.3 x 1.6 cm)
.2: 6 3/4 x 5/8"" (17.2 x 1.6 cm)",1968-10-07,Gift of the designer,Y,Architecture & Design,Design,1270.1968.1-2,1.6,,,17.3,,,,
4658,Vase,34,Alvar Aalto,1936–1956,Mold-blown glass,"h. 6"" (15.2 cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1295.2001,,,15.24,,,,,
4659,Floor Lamp,"655, 7200","Claus Bonderup, Torsten Thorup",1978,Chrome-plated metal,"66 1/2 x 17 3/8 x 4 3/4"" (168.9 x 44.2 x 12 cm)",2001-04-30,Gift of the designers,Y,Architecture & Design,Design,1296.2001,,,168.9,,44.2,12,,
4661,Leg Splint,"1671, 1672","Charles Eames, Ray Eames",1942,Molded plywood,"4 1/4 x 7 3/4 x 42"" (10.8 x 19.7 x 106.7 cm)",2001-04-30,Gift of the manufacturer,Y,Architecture & Design,Design,1298.2001,,,10.795,,19.685,106.6802,,
4663,Tumbler (2746),1968,Kaj Franck,1954,Turn mold-blown glass,"3 1/4 x 3 1/4"" (8.3 x 8.3 cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1300.2001,8.3,,8.3,,,,,
4664,Iris Series Stemware,2069,A. F. Gangkofner,1956,Crystal,".1-.2 (wine glasses): 5 3/8 x 3 1/2"" (13.6 x 8.9 cm)
.3 (champagne): 4 5/8 x 4 5/8"" (11.7 x 11.7 cm)
.4 (small wine glass): 5 5/8 x 2 1/4"" (14.3 x 5.7 cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1301.2001.1-4,8.89,,13.6,,,,,
4665,Ambassador Service Wine Decanter,2441,Oswald Haerdtl,1925,Hand-blown muslinglass,"15 1/2 x 5 3/8"" (39.4 x 13.7 cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1302.2001.a-b,13.6525,,39.4,,,,,
4666,Aarne Shot Glasses,2720,Göran Hongell,1948,Turn mold-blown glass,"Each: 2 15/16 x 2"" (7.5 x 5.1 cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1303.2001.1-6,5.08,,7.4613,,,,,
4667,Crinkle Tea Cup and Saucer (model CR-102),3207,Makoto Komatsu,1974,Bone china,".a (cup): h. 2 7/16"" (6.2 cm), diam. 3 1/16"" (7.8 cm)
.b (saucer): h. 3/4"" (1.9 cm), diam. 5 11/16"" (14.5 cm)",2001-04-30,Gift of the manufacturer,Y,Architecture & Design,Design,1304.2001.a-b,7.7788,,6.1913,,,,,
4668,Crinkle Pot (model CR-104),3207,Makoto Komatsu,1981,Bone china,".a (pot): 2 15/16 x 2 3/16"" (7.5 x 5.5 cm)
.b (lid): 3/8 x 3 1/2"" (1 x 8.9 cm)",2001-04-30,Gift of the manufacturer,Y,Architecture & Design,Design,1305.2001.a-b,5.5,,7.4613,,,,,
4669,Liqueur Glass,3186,Karl Koepping,c. 1900,Blown glass,"4 5/8 x 2 3/8"" (11.8 x 6 cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1306.2001,6,,11.8,,,,,
4670,Krenit Bowl,8575,Herbert Krenchel,1953,Acid-proof enamaled steel,".1-.4: 2 1/4 x 4 7/8"" (5.7 x 12.4 cm)
.5: 5 3/4 x 10"" (14.6 x 25.4 cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1307.2001.1-5,12.3825,,5.715,,,,,
4671,Platter,3541,Ernst Lichtblau,1950,Baked enamel on aluminum,"7/8 x 15"" (2.2 x 38.1 cm)",2001-04-30,Gift of the manufacturer,Y,Architecture & Design,Design,1308.2001,38.1001,,2.2225,,,,,
4672,Tea Set,8646,Heinreich Löffelhardt,1959,Mouth-blown heat-resistant glass,".1a (teapot): 5 1/4"" (13.3 cm)
.1b (lid): 1/4 x 2 3/4"" (0.6 x 7 cm)
.1c (sieve): 4 1/8 x 2 3/8"" (10.4 x 6 cm)
.2 (hot water pitcher): 5 x 3 3/4"" (12.7 x 9.5 cm)
.3 (creamer): 2 3/8 x 3"" (6 x 7.6 cm)
.4 (sugar bowl): 2 x 3 7/8"" (5.1 x 9.8 cm)
.5a (teacup): 1 7/8 x 4 1/8"" (4.8 x 10.4 cm)
.5b (saucer): 1/2 x 6"" (1.3 x 15.3 cm)
.6 (tray): 3/4 x 11"" (1.9 x 28 cm)
.7 (plate): 9/16 x 6 7/8"" (1.5 x 17.5 cm)",2001-04-30,Gift of the manufacturer,Y,Architecture & Design,Design,1309.2001.1-7,,,13.3,,,,,
4673,Plate,3595,Adolph Loos,1931,Clear glass with handcut underside,"1/2 x 7"" (1.3 x 17.8 cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1310.2001,17.8,,1.3,,,,,
4674,Samos Bowl Model B,3766,Enzo Mari,1973,Glazed porcelain,"3 1/4 x 10 1/4"" (8.3 x 26 cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1311.2001,26,,8.3,,,,,
4675,Samos Bowl (model Q),3766,Enzo Mari,1973,Glazed porcelain,"3 1/4 x 12"" (8.3 x 30.5 cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1312.2001,30.5,,8.3,,,,,
4676,Bambù Vases (model 3084),3766,Enzo Mari,1969,PVC,".1: 15 3/4 x 5 1/8"" (40 x 13 cm)
.2: 12 1/8 x 4 15/16"" (30.8 x 12.5 cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1313.2001.1-2,13.0175,,40.0051,,,,,
4677,Elba Umbrella Stand,3766,Enzo Mari,1961,Anticorodal and anodized aluminum,"19 5/8 x 9 7/8"" (49.8 x 25.1 cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1314.2001,25.0826,,49.8476,,,,,
4678,Cocktail Shaker,"3822, 8653","Luigi Massoni, Carlo Mazzeri",1957,Stainless steel,"7 7/8 x 3 1/4"" (20 x 8.2cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1315.2001.a-c,8.2,,20,,,,,
4679,Phonola Television (model 1718),"8681, 8682, 8683","Dario Montagni, Sergio Berizzi, Cesare Butté",1956,Metal and wood,"22 x 19 x 19"" (55.9 x 48.2 x 48.2 cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1316.2001,,,55.9,,48.2,48.2,,
4680,Bottiglia Vase,8578,Peter Pelzel,1962,Form-blown glass,"15 1/2 x 2 1/2"" (39.4 x 6.3 cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1317.2001,6.3,,39.4,,,,,
4681,Jet Line Cutlery,7355,Sigurd Persson,1959,Stainless steel,".1 (fork): l. 6 3/8"" (16.2 cm)
.2 (soup spoon): l. 6 1/2"" (16.5 cm)
.3 (teaspoon): l. 5 1/4"" (13.3 cm)
.4 (coffee spoon): l. 4 1/4"" (10.8 cm)
.5 (knife): l. 6 3/4"" (17.2 cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1318.2001.1-5,,,,16.1925,,,,
4682,Cutlery (model 2722),23055,Carl Hugo Pott,c. 1957,18/8 Nickel-plated steel,".1 (dinner fork): l. 8"" (20.3 cm)           
.2 (salad fork): l. 7 1/4"" (18.4 cm)     
.3 (dinner knife): l. 8 1/4"" (21 cm)      
.4 (butter knife): l. 6 1/8"" (15.5 cm)    
.5 (table spoon): l. 8 1/4"" (21 cm)    
.6 (soup spoon): l. 7 3/8"" (18.7 cm) 
.7 (serving spoon): l. 6 1/4"" (15.9 cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1319.2001.1-7,,,,20.32,,,,
4683,Bowl,4915,Lucie Rie,c. 1980,Porcelain coated with manganese and copper carbonate glaze,"3 x 7"" (7.6 x 17.8 cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1320.2001,17.8,,7.6,,,,,
4684,Exquisit Beer Glasses,4917,Claus Joseph Riedel,1958,Glass,"6 x 2 5/8"" (15.2 x 6.7 cm)",2001-04-30,Given anonymously,Y,Architecture & Design,Design,1321.2001.1-2,6.6675,,15.24,,,,,
4685,Plate,5015,Kitaoji Rosanjin,1953,Unglazed bizen-ware,"2 x 18 1/2"" (5.1 x 47 cm)",2001-04-30,Gift of the Japan Society,Y,Architecture & Design,Design,1322.2001,47,,5.1,,,,,
4686,Plates,5015,Kitaoji Rosanjin,1953,Unglazed bizen-ware,"Each: 5/8 x 7 1/4 x 2 3/4"" (1.6 x 18.4 x 7 cm)",2001-04-30,Gift of the Japan Society,Y,Architecture & Design,Design,1323.2001.1-2,,,1.5875,,18.415,6.985,,
4687,Tellid,5225,Peter Schlumbohm,1956,Glass and plastic,"7 5/8 x 8 1/2"" (19.4 x 21.6cm)",2001-04-30,Gift of the manufacturer,Y,Architecture & Design,Design,1324.2001,21.6,,19.4,,,,,
4688,Cocktail Shaker,5225,Peter Schlumbohm,1957,Glass,".a (glass): 10 5/8 x 4"" (27 x 10.1 cm)
.b (stopper): 3 x 3 1/4"" (7.6 x 8.3 cm)",2001-04-30,Gift of the manufacturer,Y,Architecture & Design,Design,1325.2001.a-b,10.1,,26.9876,,,,,
4689,Flask,5225,Peter Schlumbohm,1956,Glass and cork,".a (flask): 10 1/8 x 4"" (25.7 x 10.2 cm)
.b (stopper): 1 1/2 x 2 1/2"" (3.8 x 6.4 cm)",2001-04-30,Gift of the manufacturer,Y,Architecture & Design,Design,1326.2001.a-b,10.2,,25.7176,,,,,
4690,Beer Glass with Capsule,5225,Peter Schlumbohm,1961,Glass,"7 3/4 x 3"" (19.7 x 7.6 cm)",2001-04-30,Gift of the manufacturer,Y,Architecture & Design,Design,1327.2001.a-b,7.6,,19.685,,,,,
4691,Highball Glass with Capsule,5225,Peter Schlumbohm,1961,Glass and nylon string,"8 x 3"" (20.3 x 7.6 cm)",2001-04-30,Gift of the manufacturer,Y,Architecture & Design,Design,1328.2001.a-b,7.6,,20.3,,,,,
4692,Cocktail Glass,5225,Peter Schlumbohm,1955,Glass,"2 15/16 x 3 1/4"" (7.5 x 8.3 cm)",2001-04-30,Gift of the manufacturer,Y,Architecture & Design,Design,1329.2001,8.3,,7.5,,,,,
4693,Fahrenheitor Cocktail Shaker,5225,Peter Schlumbohm,1943,Aluminum and cork,".a (shaker): 9 1/2 x 4"" (24.2 x 10.2 cm)
.b (stopper): 3 1/4 x 3 3/4"" (8.3 x 9.5 cm)",2001-04-30,Gift of the manufacturer,Y,Architecture & Design,Design,1330.2001.a-b,10.2,,24.2,,,,,
4694,Fahrenheitor Mushroom Tray Bottle Cooler,5225,Peter Schlumbohm,1946,Pyrex-brand glass and cork,".a (tray hold): 11 x 13 1/2"" (28 x 34.3 cm)
.b (cooler): 14 x 6 3/4"" (35.5 x 17.2 cm)
.c (lid): 2 3/4 x 5 1/2"" (7 x 14 cm)",2001-04-30,Gift of the manufacturer,Y,Architecture & Design,Design,1331.2001.a-c,34.3,,28,,,,,
4695,Fahrenheitor Bottle Cooler,5225,Peter Schlumbohm,1961,"Pyrex-brand glass, cork, and leather",".a (bottle): 14 1/4 x 7"" (36.2 x 17.8 cm)
.b (lid): 2 3/4 x 5 1/2"" (7 x 14 cm)",2001-04-30,Gift of the manufacturer,Y,Architecture & Design,Design,1332.2001.a-b,17.8,,36.1951,,,,,
4696,Fahrenheitor Flower Vase,5225,Peter Schlumbohm,1945,Hand-blown hand-cut crystal and cork,".a (bottle): 10 1/2 x 6 3/4"" (26.6 x 17.2 cm)
.b (lid): 2 3/4 x 5 1/2"" (7 x 14 cm)",2001-04-30,Gift of the manufacturer,Y,Architecture & Design,Design,1333.2001.a-b,17.2,,26.6,,,,,
4697,Fahrenheitor Jug,5225,Peter Schlumbohm,1960,"Cut lead crystal, cork, and wood","14 1/4 x 7"" (36.2 x 17.8 cm)",2001-04-30,Gift of the manufacturer,Y,Architecture & Design,Design,1334.2001.a-b,17.8,,36.2,,,,,
4698,Fahrenheitor Ice-buoy Buffet,5225,Peter Schlumbohm,1946,Cork and aluminum,"8 1/2 x 14 1/2"" (21.6 x 36.9 cm)",2001-04-30,Gift of the manufacturer,Y,Architecture & Design,Design,1335.2001.a-c,36.9,,21.6,,,,,
4699,Extractor Coffeemaker,5225,Peter Schlumbohm,1961,"Wood, glass, and metal",".a (base with ring): 28 3/8 x 11 1/2 x 16"" (72 x 29.2 x 40.6 cm)
.b (extractor coffeemaker): 22 1/2 x 11"" (57.2 x 27.9 cm)",2001-04-30,Gift of the manufacturer,Y,Architecture & Design,Design,1336.2001.a-b,,,72,,29.2,40.6401,,
